Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
6045,25,Strawberry Lights,Callum,Thomson,9,Son,Minor,Male,Student,Not Specified,Methodist,5-9,Student
6044,25,Strawberry Lights,Ashleigh,Thomson,11,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
6042,25,Strawberry Lights,Amanda,Thomson,40,Head,Married,Female,Video editor,Not Specified,Methodist,40-44,Tech
6043,25,Strawberry Lights,Harry,Thomson,42,Husband,Married,Male,"Conservator, museum/gallery",Not Specified,Methodist,40-44,Other
743,25,Phillips Alley,Paul,Thorpe,12,Adopted Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
742,25,Phillips Alley,Jeremy,Thorpe,16,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
740,25,Phillips Alley,Alison,Thorpe,36,Head,Married,Female,Television floor manager,Not Specified,Christian,35-39,Management
741,25,Phillips Alley,Trevor,Thorpe,38,Husband,Married,Male,Data processing manager,Not Specified,Christian,35-39,Management
8488,25,Farthing Glens,Lisa,Webster,18,Head,Single,Female,Student,Not Specified,Unknown,15-19,Student
9699,25,Oyster Squares,Matthew,White,15,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
9698,25,Oyster Squares,Unknown,White,47,Head,Single,Male,Unemployed,Not Specified,Unknown,45-49,Unemployed
598,25,Marsh Bypass,Daniel,Whitehouse,18,Son,Divorced,Male,Student,Not Specified,Catholic,15-19,Student
597,25,Marsh Bypass,Joan,Whitehouse,50,Head,Single,Female,Unemployed,Not Specified,Catholic,50-54,Unemployed
4036,25,Evans Drive,Barry,Williams,2,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
4035,25,Evans Drive,Cameron,Williams,23,Son,Single,Male,Amenity horticulturist,Not Specified,Unknown,20-24,Tech
4033,25,Evans Drive,Charlotte,Williams,46,Head,Single,Female,Health physicist,Not Specified,Unknown,45-49,Other
4874,25,February Lodge,Louis,Willis,74,Partner,Single,Male,Retired Civil Service administrator,Not Specified,Catholic,70-74,Retired
9817,25,CherryChestnutnail Avenue,Ashleigh,Wood,1,Daughter,Minor,Female,Child,Not Specified,Methodist,0-4,Child
9818,25,CherryChestnutnail Avenue,Dorothy,Wood,1,Daughter,Minor,Female,Child,Not Specified,Methodist,0-4,Child
9815,25,CherryChestnutnail Avenue,Christine,Wood,25,Head,Married,Female,Community arts worker,Not Specified,Methodist,25-29,Tech
9816,25,CherryChestnutnail Avenue,Damian,Wood,31,Husband,Married,Male,Museum/gallery conservator,Not Specified,Methodist,30-34,Other
7498,25,Cardiff Street,Francesca,Wood,48,Partner,Single,Female,Unemployed,Not Specified,Unknown,45-49,Unemployed
3880,25,Spider Avenue,Rhys,Woodward-Cox,16,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
3878,25,Spider Avenue,Andrea,Woodward-Cox,19,Daughter,Divorced,Female,University Student,Not Specified,Unknown,15-19,Tech
3879,25,Spider Avenue,Liam,Woodward-Cox,19,Son,Divorced,Male,University Student,Not Specified,Catholic,15-19,Tech
9821,26,CherryChestnutnail Avenue,Anthony,Anderson,9,Step-Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
9819,26,CherryChestnutnail Avenue,Lesley,Anderson,36,Head,Married,Female,"Journalist, broadcasting",Not Specified,Catholic,35-39,Media & Entertainment
9820,26,CherryChestnutnail Avenue,Mitchell,Anderson,41,Husband,Married,Male,Geophysicist/field seismologist,Not Specified,Catholic,40-44,Other
2820,26,Craig Unions,Donald,Arnold,45,Head,Single,Male,"Pilot, airline",Not Specified,Jewish,45-49,Other
4555,26,Parrot Plains,Stuart,Bailey,18,Son,Single,Male,Student,Not Specified,Unknown,15-19,Student
4554,26,Parrot Plains,Danny,Bailey,19,Son,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
4552,26,Parrot Plains,Aaron,Bailey,23,Son,Divorced,Male,Consulting civil engineer,Not Specified,Unknown,20-24,Engineering
4553,26,Parrot Plains,Steven,Bailey,23,Son,Single,Male,Air broker,Not Specified,Unknown,20-24,Other
4551,26,Parrot Plains,Christine,Bailey,54,Head,Single,Female,Unemployed,Not Specified,Unknown,50-54,Unemployed
3885,26,Spider Avenue,Sylvia,Bell,3,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
3884,26,Spider Avenue,Maria,Bell,6,Daughter,Minor,Female,Student,Not Specified,Christian,5-9,Student
3883,26,Spider Avenue,Jack,Bell,13,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
3881,26,Spider Avenue,Maria,Bell,43,Head,Married,Female,Location manager,Not Specified,Christian,40-44,Management
3882,26,Spider Avenue,Timothy,Bell,44,Husband,Married,Male,Market researcher,Not Specified,Unknown,40-44,Science
1668,26,Inner Avenue,Danielle,Bird,41,Head,Married,Female,Stage manager,Not Specified,Christian,40-44,Management
1669,26,Inner Avenue,Clive,Bird,45,Husband,Married,Male,Unemployed,Not Specified,Christian,45-49,Unemployed
9111,26,Duck Lodge,Steven,Blake,19,Head,Single,Male,University Student,Not Specified,Methodist,15-19,Tech
3629,26,First Drive,Graeme,Bruce,35,Lodger,Single,Male,Diplomatic Services operational officer,Not Specified,Methodist,35-39,Management
10218,26,Bentley Lane,Beth,Buckley-Williams,14,Granddaughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8773,26,Iris Forge,Sally,Cox,59,Wife,Married,Female,Art gallery manager,Not Specified,Unknown,55-59,Management
8772,26,Iris Forge,Trevor,Cox,64,Head,Married,Male,"Sales professional, IT",Not Specified,Unknown,60-64,Tech
63,26,Williams Lane,Alan,Dale,45,Head,Single,Male,Geophysical data processor,Not Specified,Unknown,45-49,Other
6639,26,Bond Glen,Ross,Davies,77,Head,Widowed,Male,Retired Energy manager,Not Specified,Christian,75-79,Retired
4038,26,Evans Drive,Terence,Dean,41,Partner,Single,Male,Information officer,Not Specified,Christian,40-44,Management
368,26,Davidson Lane,Hilary,Dunn,2,Granddaughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
367,26,Davidson Lane,Beth,Dunn,64,Head,Single,Female,"Administrator, arts",Not Specified,Christian,60-64,Education
4655,26,Sagittarius Field,Clive,Edwards,80,Head,Widowed,Male,Retired Paediatric nurse,Not Specified,Christian,80-84,Retired
932,26,Norris Shores,Harry,Ellis,18,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
1837,26,Lloyd Avenue,Bradley,Finch,10,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
1835,26,Lloyd Avenue,Annette,Finch,44,Head,Married,Female,Biomedical engineer,Not Specified,Christian,40-44,Medical
1836,26,Lloyd Avenue,Elliott,Finch,44,Husband,Married,Male,Unemployed,Not Specified,Unknown,40-44,Unemployed
8384,26,Cellar Lane,Yvonne,Forster,13,Niece,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8382,26,Cellar Lane,Joan,Forster,49,Head,Married,Female,"Editor, commissioning",Not Specified,Catholic,45-49,Tech
8383,26,Cellar Lane,Ross,Forster,51,Husband,Married,Male,"Administrator, charities/voluntary organisations",Not Specified,Unknown,50-54,Education
1279,26,Winchester Field,Mohammed,Fox,4,Son,Minor,Male,Child,Not Specified,Christian,0-4,Child
1278,26,Winchester Field,Sarah,Fox,37,Head,Unknown,Female,Clinical biochemist,Not Specified,Christian,35-39,Medical
9397,26,January Knolls,Naomi,Green,77,Head,Married,Female,Retired Dance movement psychotherapist,Not Specified,Muslim,75-79,Retired
9398,26,January Knolls,Adam,Green,83,Husband,Married,Male,Retired Special educational needs teacher,Not Specified,Muslim,80-84,Retired
7703,26,Anderson Villages,Justin,Griffin,38,Son,Divorced,Male,"Sales professional, IT",Not Specified,Christian,35-39,Tech
7701,26,Anderson Villages,Holly,Griffin,69,Head,Married,Female,"Retired Scientist, research (maths)",Not Specified,Christian,65-69,Retired
7702,26,Anderson Villages,Francis,Griffin,70,Husband,Married,Male,Unemployed,Not Specified,Christian,70-74,Unemployed
4037,26,Evans Drive,Hollie,Hall,39,Head,Single,Female,Barista,Not Specified,Christian,35-39,Other
3484,26,Grape Drive,Pamela,Harding,41,Daughter,Single,Female,Jewellery designer,Not Specified,Methodist,40-44,Creative Arts
3485,26,Grape Drive,Glenn,Harding,41,Son,Single,Male,Garment/textile technologist,Not Specified,Methodist,40-44,Tech
3486,26,Grape Drive,Wendy,Harding,41,Daughter,Single,Female,Horticultural therapist,Not Specified,Methodist,40-44,Medical
3483,26,Grape Drive,Nigel,Harding,42,Son,Single,Male,Chief Technology Officer,Not Specified,Methodist,40-44,Tech
3482,26,Grape Drive,Brenda,Harding,69,Head,Widowed,Female,Unemployed,Not Specified,Methodist,65-69,Unemployed
3693,26,Morris Plaza,Leonard,Hargreaves,23,Head,Single,Male,Sub,Not Specified,Unknown,20-24,Other
934,26,Norris Shores,Cheryl,Humphries,18,Head,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
4889,26,February Lodge,Katherine,Iqbal-Shaw,39,Daughter,Single,Female,Public librarian,Not Specified,Unknown,35-39,Other
7506,26,Cardiff Street,Luke,Jones,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
7505,26,Cardiff Street,Jean,Jones,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
7504,26,Cardiff Street,Lesley,Jones,15,Adopted Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
9970,26,North Road,Clifford,Jones,38,Head,Single,Male,Industrial/product designer,Not Specified,Unknown,35-39,Creative Arts
7502,26,Cardiff Street,Katy,Jones,41,Head,Married,Female,Student,Not Specified,Unknown,40-44,Student
7503,26,Cardiff Street,Peter,Jones,44,Husband,Married,Male,Product/process development scientist,Physical Disability,Unknown,40-44,Science
744,26,Phillips Alley,Sally,Jones,78,Head,Widowed,Female,Retired International aid/development worker,Not Specified,Christian,75-79,Retired
600,26,Marsh Bypass,Joel,King,32,Partner,Single,Male,Location manager,Not Specified,Christian,30-34,Management
1426,26,Mistletoe Crescent,Ann,Leach,50,Head,Married,Female,"Accountant, chartered public finance",Not Specified,Unknown,50-54,Finance
1427,26,Mistletoe Crescent,Gerard,Leach,50,Husband,Married,Male,"Research officer, trade union",Not Specified,Unknown,50-54,Management
2518,26,Brightwater Street,Howard,Lees,53,Lodger,Single,Male,Medical sales representative,Not Specified,Christian,50-54,Medical
7887,26,Inverness Street,Declan,Long,15,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
7886,26,Inverness Street,Daniel,Long,29,Son,Single,Male,Unemployed,Not Specified,Unknown,25-29,Unemployed
7884,26,Inverness Street,Elaine,Long,54,Head,Married,Female,Structural engineer,Not Specified,Unknown,50-54,Engineering
7885,26,Inverness Street,Jeremy,Long,56,Husband,Married,Male,Industrial buyer,Not Specified,Unknown,55-59,Other
2519,26,Brightwater Street,Jordan,Lord,50,Lodger,Single,Male,Unemployed,Not Specified,Catholic,50-54,Unemployed
8285,26,Rhubarb Bypass,Derek,Martin,39,Head,Single,Male,Building control surveyor,Not Specified,Methodist,35-39,Other
7068,26,Allan Mountains,Ellie,Mason,69,Wife,Married,Female,"Retired Loss adjuster, chartered",Not Specified,Unknown,65-69,Retired
7067,26,Allan Mountains,Joseph,Mason,70,Head,Married,Male,"Retired Engineer, manufacturing systems",Not Specified,Unknown,70-74,Retired
933,26,Norris Shores,Lauren,Mills,19,Head,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
6886,26,Yellow Roads,Kirsty,Morgan,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
6887,26,Yellow Roads,Frederick,Morgan,8,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
6885,26,Yellow Roads,Laura,Morgan,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
6883,26,Yellow Roads,Bruce,Morgan,35,Head,Single,Male,Health service manager,Not Specified,Unknown,35-39,Management
599,26,Marsh Bypass,Sophie,Nash,33,Head,Single,Female,Newspaper journalist,Not Specified,Christian,30-34,Media & Entertainment
935,26,Norris Shores,Robin,O'Brien,19,Head,Single,Male,University Student,Not Specified,Catholic,15-19,Tech
6050,26,Strawberry Lights,Paige,Owen,12,Daughter,Minor,Female,Student,Not Specified,Muslim,10-14,Student
6048,26,Strawberry Lights,George,Owen,26,Son,Divorced,Male,Oncologist,Not Specified,Muslim,25-29,Other
6049,26,Strawberry Lights,Lucy,Owen,26,Daughter,Divorced,Female,Clinical embryologist,Not Specified,Muslim,25-29,Medical
6046,26,Strawberry Lights,Ann,Owen,65,Head,Married,Female,"Teacher, English as a foreign language",Not Specified,Muslim,65-69,Education
6047,26,Strawberry Lights,Victor,Owen,67,Husband,Married,Male,Magazine journalist,Not Specified,Unknown,65-69,Media & Entertainment
9113,26,Duck Lodge,Jean,Phillips,20,Head,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
8074,26,Hereford Street,Stanley,Pickering,4,Son,Minor,Male,Child,Not Specified,Christian,0-4,Child
8072,26,Hereford Street,Shirley,Pickering,25,Head,Married,Female,Clinical research associate,Not Specified,Christian,25-29,Medical
8073,26,Hereford Street,Elliott,Pickering,29,Husband,Married,Male,Petroleum engineer,Not Specified,Christian,25-29,Engineering
8490,26,Farthing Glens,Gordon,Price,51,Partner,Single,Male,"Research officer, government",Not Specified,Christian,50-54,Management
603,26,Marsh Bypass,Christine,Price-Nash,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
601,26,Marsh Bypass,Rachel,Price-Nash,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
602,26,Marsh Bypass,Grace,Price-Nash,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
3022,26,Cook Drives,Jake,Randall,38,Head,Single,Male,"Engineer, control and instrumentation",Not Specified,Unknown,35-39,Engineering
10367,26,Stone Parkway,Anthony,Roberts,71,Head,Widowed,Male,Retired Plant breeder/geneticist,Not Specified,Unknown,70-74,Retired
3628,26,First Drive,Callum,Robinson,3,Son,Minor,Male,Child,Not Specified,Christian,0-4,Child
3627,26,First Drive,Declan,Robinson,6,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
8491,26,Farthing Glens,Abdul,Robinson,15,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
3626,26,First Drive,Kirsty,Robinson,47,Wife,Married,Female,Contracting civil engineer,Not Specified,Unknown,45-49,Engineering
8489,26,Farthing Glens,Marian,Robinson,47,Head,Single,Female,Education administrator,Not Specified,Christian,45-49,Education
3625,26,First Drive,Brian,Robinson,48,Head,Married,Male,Dancer,Not Specified,Unknown,45-49,Creative Arts
64,26,Williams Lane,Zoe,Rogers,43,Partner,Single,Female,Research scientist (maths),Not Specified,Unknown,40-44,Science
1097,26,St.John Falls,Martyn,Sanderson,51,Partner,Single,Male,"Therapist, drama",Not Specified,Unknown,50-54,Medical
4887,26,February Lodge,Joanne,Shaw,39,Daughter,Divorced,Female,General practice doctor,Not Specified,Unknown,35-39,Medical
4888,26,February Lodge,Victoria,Shaw,39,Daughter,Single,Female,Financial controller,Not Specified,Christian,35-39,Finance
4886,26,February Lodge,Adam,Shaw,72,Husband,Married,Male,Retired Newspaper journalist,Not Specified,Christian,70-74,Retired
4885,26,February Lodge,Dawn,Shaw,73,Head,Married,Female,Retired Maintenance engineer,Not Specified,Christian,70-74,Retired
4258,26,Lichfield Pass,Tracy,Smith,24,Daughter,Single,Female,"Biochemist, clinical",Not Specified,Unknown,20-24,Medical
4257,26,Lichfield Pass,Laura,Smith,64,Head,Divorced,Female,Amenity horticulturist,Not Specified,Unknown,60-64,Tech
9287,26,Horseshoe Lakes,Melissa,Stevens,27,Head,Divorced,Female,Publishing rights manager,Not Specified,Methodist,25-29,Management
6884,26,Yellow Roads,Josephine,Stevens,33,Partner,Single,Female,Dancer,Not Specified,Unknown,30-34,Creative Arts
9700,26,Oyster Squares,Alan,Stevens,36,Head,Single,Male,Homeopath,Not Specified,Christian,35-39,Other
9289,26,Horseshoe Lakes,Garry,Stewart,47,Lodger,Divorced,Male,Contractor,Not Specified,Unknown,45-49,Creative Arts
177,26,Spider Street,Lauren,Taylor,69,Head,Married,Female,Retired Copy,Not Specified,Christian,65-69,Retired
178,26,Spider Street,Mohamed,Taylor,70,Husband,Married,Male,"Retired Research officer, political party",Not Specified,Unknown,70-74,Retired
1558,26,Butterfly Street,John,Thorpe,9,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
1557,26,Butterfly Street,Alison,Thorpe,10,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
1556,26,Butterfly Street,Scott,Thorpe,12,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
1555,26,Butterfly Street,Tracy,Thorpe,42,Head,Divorced,Female,"Surveyor, mining",Not Specified,Christian,40-44,Other
2517,26,Brightwater Street,Jane,Walker,0,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
2516,26,Brightwater Street,Fiona,Walker,4,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
2515,26,Brightwater Street,Jeremy,Walker,43,Head,Divorced,Male,Unemployed,Not Specified,Christian,40-44,Unemployed
8621,26,Webster Hill,Lesley,Webb,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8620,26,Webster Hill,Craig,Webb,45,Husband,Married,Male,"Radiographer, diagnostic",Not Specified,Unknown,45-49,Other
8619,26,Webster Hill,Joanne,Webb,46,Head,Married,Female,"Teacher, English as a foreign language",Not Specified,Unknown,45-49,Education
9114,26,Duck Lodge,Ashley,West,22,Head,Single,Male,University Student,Not Specified,Christian,20-24,Tech
9112,26,Duck Lodge,Hazel,White,20,Head,Single,Female,University Student,Not Specified,Catholic,20-24,Tech
9288,26,Horseshoe Lakes,Neil,Wilkinson,60,Sibling,Single,Male,Facilities manager,Not Specified,Christian,60-64,Tech
10217,26,Bentley Lane,Catherine,Williams,17,Granddaughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
10215,26,Bentley Lane,Amber,Williams,63,Head,Married,Female,"Editor, commissioning",Not Specified,Unknown,60-64,Tech
10216,26,Bentley Lane,Gerard,Williams,65,Husband,Married,Male,Land/geomatics surveyor,Not Specified,Unknown,65-69,Other
9115,26,Duck Lodge,Declan,Wilson,18,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
8385,26,Cellar Lane,Martyn,Young,4,Nephew,Minor,Male,Child,Not Specified,Unknown,0-4,Child
1098,26,St.John Falls,Julian,Young,16,Son,Minor,Male,Student,Not Specified,Methodist,15-19,Student
8856,26,Jones Mission,Amanda,Young,16,Daughter,Minor,Female,Student,Not Specified,Methodist,15-19,Student
8855,26,Jones Mission,Stacey,Young,43,Head,Single,Female,Unemployed,Not Specified,Methodist,40-44,Unemployed
1096,26,St.John Falls,Pamela,Young,48,Head,Single,Female,Trade union research officer,Not Specified,Unknown,45-49,Management
9291,27,Horseshoe Lakes,Gillian,Abbott,82,Wife,Married,Female,Retired Museum/gallery curator,Not Specified,Christian,80-84,Retired
9290,27,Horseshoe Lakes,Damian,Abbott,83,Head,Married,Male,Retired Radiation protection practitioner,Not Specified,Christian,80-84,Retired
7070,27,Allan Mountains,Rachel,Adams,12,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
7069,27,Allan Mountains,Gillian,Adams,43,Head,Divorced,Female,Visual merchandiser,Not Specified,Christian,40-44,Other
7509,27,Cardiff Street,Kate,Akhtar,14,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
